-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 12/31/2023 in LST
Location: latitude  29.917   longitude 78.71 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1266.18 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (W m-2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (W m-2) 
CLRSKY_SFC_SW_DWN      CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (W m-2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M                   MERRA-2 Wind Speed at 2 Meters (m/s) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
PS                     MERRA-2 Surface Pressure (kPa) 
ALLSKY_KT              CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,CLRSKY_SFC_SW_DWN,T2M,RH2M,WS2M,PRECTOTCORR,PS,ALLSKY_KT
2013,2,22,167.95,97.35,107.69,213.04,12.93,65.75,1.34,1.24,87.82,0.52
2013,2,23,62.17,14.69,46.1,176.36,10.89,81.62,1.96,12.25,87.79,0.19
2013,2,24,218.03,256.65,60.4,221.44,11.85,79.32,1.36,0.77,87.8,0.67
2013,2,25,233.2,320.81,46.98,239.0,13.27,71.72,1.48,0.0,87.83,0.71
2013,2,26,229.36,303.49,53.36,238.39,13.77,62.85,1.57,0.0,87.76,0.69
2013,2,27,211.35,221.36,72.79,223.09,13.72,65.75,1.95,0.49,87.72,0.64
2013,2,28,246.49,343.52,43.62,247.44,13.06,64.17,1.7,0.0,87.67,0.74
2013,3,1,259.07,395.48,37.6,262.01,14.69,49.21,1.58,0.0,87.53,0.77
2013,3,2,251.74,359.97,40.99,255.35,15.69,47.17,1.47,0.0,87.59,0.74
2013,3,3,252.33,348.7,44.2,252.51,15.95,50.85,1.46,0.0,87.62,0.74
2013,3,4,242.05,310.28,61.56,251.1,15.88,50.77,1.43,0.0,87.71,0.7
2013,3,5,252.71,337.5,48.57,253.47,15.97,53.25,1.49,0.0,87.78,0.73
2013,3,6,256.13,351.21,43.65,256.35,16.09,56.15,1.7,0.0,87.73,0.73
2013,3,7,251.61,319.65,54.06,254.37,16.44,54.61,1.5,0.0,87.69,0.72
2013,3,8,252.05,307.35,59.58,252.64,16.73,56.51,1.55,0.0,87.71,0.71
2013,3,9,251.89,298.24,61.65,252.95,16.79,51.57,1.65,0.0,87.41,0.71
2013,3,10,220.1,193.22,95.77,241.89,16.89,51.87,1.68,0.0,87.24,0.62
2013,3,11,243.66,257.85,82.76,253.2,16.81,49.87,1.54,0.0,87.42,0.68
2013,3,12,204.66,149.48,103.76,248.98,16.41,57.54,1.25,0.0,87.41,0.56
2013,3,13,223.38,172.94,109.47,248.94,17.61,55.26,1.31,0.12,87.47,0.61
2013,3,14,170.16,83.1,99.99,235.62,16.96,62.1,1.79,8.7,87.53,0.46
2013,3,15,251.04,261.25,77.26,257.36,15.4,63.32,1.88,1.03,87.76,0.68
2013,3,16,240.21,217.46,109.22,267.46,15.99,55.86,1.54,0.0,87.79,0.65
2013,3,17,270.4,329.76,55.07,271.77,15.58,52.59,1.76,0.0,87.64,0.72
2013,3,18,279.74,371.82,45.01,280.85,16.15,49.81,1.89,0.0,87.18,0.75
2013,3,19,273.42,340.48,52.29,274.3,17.42,54.09,1.87,0.0,87.13,0.72
2013,3,20,247.01,224.1,104.92,258.86,17.82,56.82,1.67,0.0,87.43,0.65
2013,3,21,262.43,259.61,82.4,263.58,17.44,58.08,2.05,0.08,87.22,0.69
2013,3,22,269.76,302.88,90.68,284.63,17.73,49.23,1.78,0.0,87.01,0.7
2013,3,23,248.76,205.2,94.28,254.62,19.19,45.43,1.7,0.0,87.34,0.64
2013,3,24,220.48,147.33,110.78,255.4,19.09,58.08,1.87,1.27,87.55,0.57
2013,3,25,274.33,303.01,84.85,284.66,17.03,59.63,1.91,0.1,87.26,0.7
2013,3,26,280.22,304.85,89.49,294.08,17.47,47.39,1.87,0.0,87.08,0.71
2013,3,27,207.08,59.72,154.46,276.86,19.64,43.83,1.73,0.0,87.24,0.53
2013,3,28,266.02,246.7,85.05,269.15,19.97,43.71,1.58,0.61,87.38,0.67
2013,3,29,76.38,12.73,58.47,256.27,15.74,64.27,1.3,3.37,87.3,0.19
2013,3,30,280.73,309.28,65.0,283.46,16.58,62.99,1.7,0.0,87.14,0.7
2013,3,31,287.55,332.8,61.89,288.84,17.97,55.67,1.93,0.0,87.17,0.72
2013,4,1,292.06,355.27,54.15,293.46,19.42,48.81,1.86,0.0,87.28,0.72
2013,4,2,282.95,310.9,72.94,295.69,20.07,42.32,1.79,0.03,87.39,0.7
2013,4,3,253.83,224.5,94.12,283.04,18.0,56.21,1.59,0.85,87.37,0.62
2013,4,4,306.01,374.71,52.15,307.41,18.29,45.18,2.74,0.0,87.04,0.75
2013,4,5,309.79,399.5,49.52,313.57,17.71,39.19,2.95,0.0,86.9,0.75
2013,4,6,318.76,427.21,40.25,320.16,19.57,32.22,2.84,0.0,86.86,0.77
2013,4,7,298.24,316.74,72.2,298.94,21.69,34.24,2.63,0.0,86.93,0.72
2013,4,8,301.62,334.06,65.55,304.6,22.59,38.85,2.3,0.0,87.13,0.72
2013,4,9,292.24,315.1,71.7,302.43,23.13,35.55,1.92,0.17,87.26,0.7
2013,4,10,281.64,288.73,80.33,301.68,23.25,34.41,1.57,0.22,87.29,0.67
2013,4,11,280.14,232.81,105.94,291.79,22.12,40.49,1.88,0.0,87.19,0.66
2013,4,12,304.48,320.78,72.47,308.76,21.97,40.53,1.88,0.0,87.27,0.72
2013,4,13,297.92,286.47,89.03,301.57,21.97,39.25,1.94,0.1,87.35,0.7
2013,4,14,286.69,250.57,99.4,297.5,21.89,41.38,2.1,0.13,87.25,0.67
2013,4,15,300.39,292.11,83.85,302.65,21.76,44.06,1.76,0.1,87.0,0.7
2013,4,16,284.18,240.62,100.41,293.16,23.54,38.79,2.39,0.0,86.77,0.66
2013,4,17,314.28,331.23,81.27,320.85,22.83,31.2,1.97,0.01,86.7,0.73
2013,4,18,314.22,339.13,77.09,318.48,22.69,23.25,1.91,0.0,86.92,0.73
2013,4,19,306.87,322.48,90.72,314.32,23.51,21.1,1.6,0.0,86.99,0.71
2013,4,20,281.97,231.58,104.87,293.47,23.04,28.92,2.02,0.0,86.98,0.65
2013,4,21,212.56,135.66,120.37,277.13,17.86,66.31,1.34,0.05,87.22,0.49
2013,4,22,238.88,143.67,119.72,278.35,17.63,67.22,1.68,0.0,87.4,0.55
2013,4,23,258.02,151.15,134.34,285.77,20.25,51.42,1.53,0.0,87.45,0.59
2013,4,24,266.19,169.01,132.67,278.31,22.8,45.69,1.59,0.0,87.45,0.6
2013,4,25,275.55,179.42,124.21,284.05,24.4,40.31,2.32,0.0,87.36,0.62
2013,4,26,214.88,110.09,118.26,284.98,24.52,44.09,1.8,0.99,87.37,0.48
2013,4,27,301.85,246.36,114.61,325.57,23.47,42.39,2.28,0.25,87.25,0.68
2013,4,28,273.0,188.17,136.75,315.24,24.18,40.99,2.58,0.0,87.02,0.61
2013,4,29,301.05,259.82,98.93,319.45,25.51,34.59,2.15,0.0,87.12,0.67
2013,4,30,314.09,310.69,83.47,319.13,25.94,38.78,2.15,0.56,87.15,0.7
2013,5,1,307.74,266.57,103.36,326.6,25.67,27.21,2.33,0.0,86.94,0.69
2013,5,2,330.49,345.98,76.93,334.25,24.49,19.7,2.24,0.0,86.62,0.73
2013,5,3,318.29,295.66,91.1,323.06,24.49,20.84,2.22,0.0,86.53,0.71
2013,5,4,316.39,293.22,89.04,318.28,26.08,19.52,2.24,0.0,86.71,0.7
2013,5,5,236.96,119.22,144.95,308.4,26.88,20.52,1.79,0.0,86.95,0.52
2013,5,6,271.72,192.38,119.7,305.78,27.19,24.4,2.1,0.0,86.96,0.6
2013,5,7,307.12,253.26,105.07,316.24,26.63,22.71,2.42,0.0,86.92,0.67
2013,5,8,320.4,307.36,89.58,323.81,26.88,23.44,3.5,0.0,86.82,0.7
2013,5,9,319.8,297.99,88.58,323.43,27.02,22.0,3.3,0.0,86.81,0.7
2013,5,10,277.48,168.6,144.27,318.65,27.97,20.93,2.51,0.0,86.83,0.61
2013,5,11,270.87,161.0,137.39,300.43,26.97,27.79,2.47,0.04,86.64,0.59
2013,5,12,188.65,84.09,122.44,284.4,24.04,40.74,1.85,1.0,86.97,0.41
2013,5,13,317.89,288.25,90.96,320.6,23.79,45.53,2.03,1.22,86.93,0.69
2013,5,14,311.78,264.7,97.62,314.43,25.29,34.81,2.66,0.0,86.82,0.68
2013,5,15,327.61,326.42,78.59,333.1,26.55,27.72,2.39,0.0,86.71,0.71
2013,5,16,259.65,200.14,109.77,318.63,27.27,23.61,2.68,0.0,86.61,0.56
2013,5,17,325.11,303.76,92.3,328.06,28.14,21.47,2.51,0.0,86.74,0.7
2013,5,18,330.33,329.16,81.37,334.33,28.55,19.37,2.12,0.0,86.75,0.71
2013,5,19,321.46,292.17,97.14,328.31,28.7,17.81,2.6,0.0,86.79,0.69
2013,5,20,301.25,222.93,139.43,313.14,30.02,16.63,2.57,0.0,86.79,0.65
2013,5,21,298.69,202.12,140.74,313.25,30.25,16.7,2.77,0.0,86.74,0.64
2013,5,22,303.32,203.23,135.72,320.48,30.57,15.8,2.72,0.0,86.7,0.65
2013,5,23,313.84,238.05,121.3,324.0,30.78,16.36,2.75,0.0,86.59,0.67
2013,5,24,310.68,240.6,111.91,319.12,31.52,15.03,2.67,0.0,86.58,0.66
2013,5,25,280.12,168.22,140.47,301.85,31.35,18.72,2.8,0.0,86.68,0.6
2013,5,26,292.37,163.72,147.02,307.05,30.86,22.38,2.51,0.0,86.77,0.62
2013,5,27,253.78,159.96,125.51,305.92,30.33,23.63,2.37,0.01,86.81,0.54
2013,5,28,314.2,245.05,122.76,324.65,29.73,19.42,2.31,1.25,86.79,0.67
2013,5,29,331.62,290.96,103.49,337.43,29.08,14.96,2.83,0.01,86.78,0.7
2013,5,30,301.89,255.15,104.53,329.67,27.53,20.82,1.98,8.74,86.7,0.64
2013,5,31,306.55,260.94,101.53,320.23,27.51,26.08,2.21,0.0,86.64,0.65
2013,6,1,248.13,132.29,130.15,289.56,25.69,37.69,2.19,0.0,86.85,0.53
2013,6,2,214.81,156.83,121.41,286.69,25.11,53.05,1.84,0.0,86.88,0.46
2013,6,3,210.2,99.78,116.99,296.26,27.16,48.05,1.99,0.1,86.78,0.45
2013,6,4,285.28,207.94,116.43,306.36,27.97,44.76,2.06,1.08,86.82,0.6
2013,6,5,263.7,137.69,135.0,285.6,30.23,33.54,2.16,0.55,86.76,0.56
2013,6,6,251.15,126.41,135.22,283.25,29.66,42.05,1.92,4.28,86.66,0.53
2013,6,7,268.12,162.99,139.17,292.39,28.11,48.34,2.12,1.22,86.68,0.57
2013,6,8,186.08,70.54,116.85,276.97,27.34,48.31,2.15,3.33,86.58,0.39
2013,6,9,137.92,41.11,92.27,288.52,27.51,52.5,1.86,2.39,86.53,0.29
2013,6,10,222.43,113.05,138.02,259.88,28.31,54.78,1.94,14.07,86.52,0.47
2013,6,11,82.82,14.21,61.49,276.58,25.77,77.36,1.61,23.42,86.71,0.17
2013,6,12,289.37,216.58,115.97,302.77,25.09,77.53,1.35,2.98,86.69,0.61
2013,6,13,186.16,30.51,138.48,314.55,23.89,79.99,1.02,57.92,86.69,0.39
2013,6,14,230.78,106.68,132.82,317.1,25.36,68.03,1.57,14.27,86.59,0.49
2013,6,15,192.83,57.64,123.74,311.21,22.79,86.19,1.64,91.14,86.65,0.41
2013,6,16,77.9,13.78,60.87,322.06,21.91,90.83,2.3,175.39,86.53,0.16
2013,6,17,51.72,8.52,40.95,318.73,21.24,90.09,4.54,83.57,86.24,0.11
2013,6,18,203.59,79.19,130.51,319.36,22.63,82.24,1.93,2.35,86.48,0.43
2013,6,19,302.89,221.46,130.44,327.34,22.42,77.33,1.93,0.3,86.57,0.64
2013,6,20,276.42,152.12,155.9,312.47,23.9,71.34,1.89,0.26,86.52,0.58
2013,6,21,260.63,137.58,142.08,283.64,25.28,69.7,1.64,0.0,86.45,0.55
2013,6,22,223.36,75.07,137.96,252.9,26.17,67.77,1.18,12.47,86.5,0.47
2013,6,23,186.94,21.11,143.47,253.34,25.56,73.36,1.58,17.82,86.45,0.39
2013,6,24,128.51,4.9,103.66,271.64,24.29,81.86,1.58,43.34,86.48,0.27
2013,6,25,119.33,11.38,93.58,274.41,23.21,90.63,1.92,56.47,86.67,0.25
2013,6,26,230.52,110.82,129.83,312.32,23.45,91.04,2.75,4.81,86.58,0.49
2013,6,27,189.76,106.44,101.81,304.79,23.49,89.67,2.6,12.44,86.48,0.4
2013,6,28,232.85,87.02,139.95,285.91,23.59,87.03,1.91,8.23,86.4,0.49
2013,6,29,214.25,58.37,150.19,275.5,24.14,81.69,1.95,12.84,86.37,0.45
2013,6,30,220.49,60.93,144.36,290.14,24.59,77.63,1.74,0.26,86.46,0.47
2013,7,1,218.09,70.96,137.53,293.25,25.06,72.78,1.54,7.7,86.42,0.46
2013,7,2,188.54,27.31,141.16,306.94,25.1,73.51,1.3,13.31,86.42,0.4
2013,7,3,209.1,77.18,133.31,302.87,23.96,87.18,1.68,6.86,86.59,0.44
2013,7,4,213.7,100.63,130.72,308.99,23.69,90.67,1.96,1.38,86.57,0.45
2013,7,5,138.17,22.3,104.73,315.93,23.28,92.16,2.34,8.65,86.54,0.29
2013,7,6,97.95,3.75,79.36,313.92,22.38,90.31,1.64,12.3,86.79,0.21
2013,7,7,172.6,46.5,114.09,302.06,22.63,93.12,2.31,58.38,86.67,0.37
2013,7,8,156.79,22.55,121.86,293.7,23.33,93.61,2.78,32.02,86.45,0.33
2013,7,9,211.33,66.18,144.05,299.4,23.42,91.75,2.77,14.6,86.35,0.45
2013,7,10,234.29,89.28,137.3,283.66,23.43,88.79,1.78,4.79,86.36,0.5
2013,7,11,254.99,147.89,127.73,304.63,23.72,88.76,1.83,5.85,86.54,0.54
2013,7,12,233.44,105.64,136.55,310.44,22.96,91.06,1.73,3.7,86.79,0.5
2013,7,13,273.12,188.89,131.22,318.59,23.35,91.41,2.24,14.51,86.68,0.58
2013,7,14,103.27,20.33,81.52,307.09,22.65,93.32,2.2,5.66,86.52,0.22
2013,7,15,214.19,61.57,145.09,302.09,23.72,90.8,1.91,12.4,86.64,0.46
2013,7,16,191.96,54.38,132.04,278.48,22.62,93.28,1.77,32.36,86.67,0.41
2013,7,17,170.87,25.33,127.57,284.75,22.55,94.18,1.83,34.73,86.59,0.37
2013,7,18,177.97,29.72,139.26,255.04,23.12,93.4,2.64,11.97,86.32,0.38
2013,7,19,100.25,3.82,80.13,271.98,23.71,90.56,2.35,19.39,86.28,0.22
2013,7,20,72.77,5.26,57.3,273.04,21.84,89.87,1.6,33.82,86.64,0.16
2013,7,21,195.1,59.78,125.99,300.38,23.21,86.77,1.34,34.78,86.4,0.42
2013,7,22,212.21,84.8,127.57,299.44,22.94,91.98,1.7,21.06,86.43,0.46
2013,7,23,224.0,133.63,109.68,306.17,23.42,89.14,1.45,0.92,86.6,0.48
2013,7,24,143.06,65.87,91.08,304.35,23.4,89.28,1.77,21.52,86.6,0.31
2013,7,25,196.33,107.29,106.02,305.4,23.09,90.62,2.25,9.93,86.37,0.43
2013,7,26,244.95,163.87,110.85,294.95,22.92,89.56,1.75,2.66,86.33,0.53
2013,7,27,276.95,227.52,99.77,305.92,23.48,87.81,1.6,2.57,86.55,0.6
2013,7,28,182.0,133.48,83.81,307.63,23.42,92.37,2.58,26.22,86.59,0.4
2013,7,29,131.64,29.71,98.92,280.17,23.07,92.68,1.8,15.58,86.6,0.29
2013,7,30,136.99,34.57,94.37,274.13,24.03,90.97,2.33,12.62,86.41,0.3
2013,7,31,178.36,58.3,108.26,275.08,23.43,94.17,2.17,27.88,86.36,0.39
2013,8,1,144.24,52.74,91.94,288.72,22.45,94.7,1.2,9.77,86.58,0.32
2013,8,2,250.52,170.31,108.99,299.18,22.76,87.97,1.39,5.98,86.78,0.55
2013,8,3,267.87,212.2,104.48,307.47,23.17,87.75,1.6,32.4,86.87,0.59
2013,8,4,265.12,186.64,114.17,303.63,22.24,93.53,1.27,41.51,86.81,0.59
2013,8,5,132.63,41.81,88.88,277.29,22.77,93.97,2.38,17.8,86.72,0.29
2013,8,6,127.25,7.53,103.93,282.14,21.84,94.47,1.68,45.29,86.85,0.28
2013,8,7,203.37,164.76,82.96,293.13,21.9,93.64,1.68,16.91,86.84,0.45
2013,8,8,146.6,12.74,113.67,285.94,21.64,96.63,1.97,20.9,86.71,0.33
2013,8,9,70.55,14.73,51.96,285.25,22.31,93.07,1.1,6.38,86.66,0.16
2013,8,10,247.52,183.04,107.12,294.73,22.31,93.52,1.22,8.5,86.76,0.56
2013,8,11,200.44,82.46,119.41,286.75,22.06,94.56,1.23,17.63,86.91,0.45
2013,8,12,184.89,65.85,117.49,286.93,22.37,93.77,1.58,9.61,86.85,0.42
2013,8,13,189.5,86.84,115.41,289.24,22.29,95.17,1.24,26.62,86.79,0.43
2013,8,14,194.41,66.67,124.64,293.25,22.58,92.26,1.89,9.81,86.78,0.44
2013,8,15,198.77,111.78,104.69,284.03,22.44,89.97,1.39,20.19,86.89,0.45
2013,8,16,175.48,101.59,100.01,295.72,22.18,91.05,1.37,18.66,86.76,0.4
2013,8,17,230.14,167.06,106.15,293.2,21.96,91.66,1.38,30.98,86.63,0.53
2013,8,18,190.85,78.19,116.93,275.16,22.96,87.59,1.37,3.55,86.65,0.44
2013,8,19,272.42,253.18,97.08,297.67,23.04,90.19,1.09,3.25,86.73,0.63
2013,8,20,255.61,224.36,87.11,292.8,23.09,84.64,1.23,18.69,86.62,0.59
2013,8,21,242.77,137.96,123.46,283.35,22.01,87.09,1.07,6.87,86.61,0.56
2013,8,22,209.04,84.51,138.52,280.37,22.12,91.24,1.13,2.03,86.81,0.49
2013,8,23,259.26,213.12,97.14,283.88,22.99,87.27,1.25,5.56,86.86,0.6
2013,8,24,249.07,173.55,114.25,276.32,23.48,87.52,1.46,1.93,86.85,0.58
2013,8,25,209.24,109.6,114.26,265.19,23.44,91.89,2.19,5.92,86.67,0.49
2013,8,26,169.58,36.84,117.84,244.14,23.19,90.82,1.85,2.93,86.57,0.4
2013,8,27,192.33,65.57,122.8,255.7,22.93,90.09,1.8,14.5,86.63,0.46
2013,8,28,128.84,23.14,96.97,254.9,21.81,90.77,1.45,8.23,86.93,0.31
2013,8,29,136.36,15.66,109.53,277.49,22.41,89.35,1.35,4.56,86.99,0.33
2013,8,30,114.24,19.09,89.48,272.78,22.02,91.7,1.57,56.51,86.94,0.27
2013,8,31,149.71,34.13,109.29,264.35,22.0,90.59,1.51,18.48,86.93,0.36
2013,9,1,203.57,121.02,107.66,264.19,22.42,87.29,1.46,15.5,86.95,0.49
2013,9,2,224.52,125.35,118.62,252.94,22.44,86.39,1.54,9.04,86.99,0.54
2013,9,3,221.37,120.88,119.54,262.43,22.18,86.06,1.66,3.9,86.92,0.54
2013,9,4,225.64,135.21,116.04,266.65,21.49,85.74,1.74,3.94,86.82,0.55
2013,9,5,252.59,194.56,101.46,267.76,20.6,86.08,1.91,0.56,86.76,0.62
2013,9,6,241.03,181.48,102.24,260.8,20.7,84.09,1.45,0.05,86.92,0.59
2013,9,7,245.99,196.0,95.38,259.82,20.84,81.65,1.2,0.7,87.1,0.61
2013,9,8,113.98,29.44,84.08,257.06,19.96,85.37,1.13,12.64,87.28,0.28
2013,9,9,229.48,151.96,106.74,247.41,20.53,86.79,1.47,5.33,87.27,0.57
2013,9,10,220.63,126.42,116.24,248.94,20.49,88.39,1.36,11.56,87.09,0.55
2013,9,11,195.4,88.54,118.95,242.59,21.47,82.92,1.03,3.97,87.15,0.49
2013,9,12,195.85,114.83,105.32,254.07,21.79,82.76,1.2,7.94,87.35,0.5
2013,9,13,247.6,217.39,94.3,261.12,21.73,86.8,1.33,1.44,87.36,0.63
2013,9,14,252.46,242.49,84.61,263.94,21.79,84.68,1.13,1.9,87.1,0.64
2013,9,15,257.26,250.36,82.92,263.24,21.35,87.87,1.32,7.93,86.88,0.66
2013,9,16,256.79,253.31,75.88,259.9,20.86,85.06,1.3,0.4,86.88,0.66
2013,9,17,276.04,343.38,51.24,277.45,21.1,81.78,1.39,0.0,86.9,0.72
2013,9,18,274.13,336.28,53.94,276.75,21.54,78.42,1.34,0.0,86.91,0.71
2013,9,19,270.01,340.89,49.53,271.47,22.48,79.54,1.33,0.69,86.93,0.71
2013,9,20,140.69,128.19,62.23,265.98,22.03,85.41,1.27,7.37,87.03,0.37
2013,9,21,169.89,94.92,106.32,258.27,21.76,85.55,1.04,12.71,87.07,0.45
2013,9,22,235.28,241.7,88.23,261.92,22.61,81.48,1.14,0.26,86.94,0.63
2013,9,23,243.23,274.22,75.45,260.41,22.78,84.05,1.25,0.0,86.86,0.65
2013,9,24,232.18,260.95,75.59,259.1,22.67,84.02,0.95,3.22,86.99,0.62
