-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2024 through 12/10/2025 in LST
Location: latitude  29.917   longitude 78.71 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1266.18 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (W m-2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (W m-2) 
CLRSKY_SFC_SW_DWN      CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (W m-2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M                   MERRA-2 Wind Speed at 2 Meters (m/s) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
PS                     MERRA-2 Surface Pressure (kPa) 
ALLSKY_KT              CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,CLRSKY_SFC_SW_DWN,T2M,RH2M,WS2M,PRECTOTCORR,PS,ALLSKY_KT
2024,2,22,210.91,228.52,72.42,222.7,10.48,42.11,1.77,0.01,87.31,0.66
2024,2,23,239.85,340.49,43.34,240.19,10.01,38.37,1.85,0.0,87.48,0.75
2024,2,24,229.5,283.26,58.4,231.89,9.96,38.2,1.77,0.0,87.55,0.71
2024,2,25,207.88,195.35,102.96,235.03,9.63,38.26,1.79,0.0,87.77,0.64
2024,2,26,178.4,77.25,119.0,234.6,11.22,38.32,1.24,0.0,87.82,0.54
2024,2,27,117.61,19.82,93.12,208.4,8.76,69.75,1.35,0.27,87.86,0.36
2024,2,28,239.38,313.39,50.68,239.87,12.73,53.74,1.97,0.0,87.51,0.72
2024,2,29,244.82,328.91,48.07,245.14,14.46,43.27,1.64,0.0,87.51,0.73
2024,3,1,124.34,8.28,102.89,224.42,16.27,46.48,1.18,2.56,87.65,0.37
2024,3,2,110.31,28.44,76.18,203.63,11.03,80.47,2.92,17.25,87.57,0.32
2024,3,3,84.16,23.52,59.64,217.96,11.29,85.9,2.02,38.47,87.35,0.25
2024,3,4,236.3,250.89,83.21,246.41,10.98,71.74,1.35,2.22,87.56,0.68
2024,3,5,241.55,260.03,83.86,260.16,11.53,51.69,1.23,0.0,87.59,0.7
2024,3,6,228.76,210.43,98.7,256.18,13.04,45.3,1.58,0.0,87.47,0.65
2024,3,7,254.96,321.18,55.17,256.69,13.02,49.97,1.64,0.0,87.48,0.72
2024,3,8,261.95,345.85,48.4,262.16,12.91,48.86,1.73,0.0,87.59,0.74
2024,3,9,267.21,366.15,43.79,267.52,14.24,43.11,1.54,0.0,87.56,0.75
2024,3,10,215.82,187.27,103.12,258.77,14.91,44.89,1.23,0.0,87.68,0.6
2024,3,11,247.56,274.2,66.24,250.91,15.35,49.28,1.48,0.0,87.83,0.69
2024,3,12,254.39,297.24,61.34,255.47,15.77,50.82,1.99,0.09,87.63,0.7
2024,3,13,235.14,177.59,111.22,256.42,16.1,46.8,1.72,0.04,87.44,0.64
2024,3,14,262.95,310.95,61.44,263.9,15.1,52.05,1.79,0.01,87.62,0.71
2024,3,15,271.25,356.7,52.02,276.64,16.9,45.51,1.7,0.0,87.49,0.73
2024,3,16,265.05,302.86,71.66,270.87,16.54,45.08,1.72,0.0,87.66,0.71
2024,3,17,218.51,124.45,157.68,270.52,17.2,38.46,1.78,0.0,87.64,0.58
2024,3,18,267.82,285.22,73.45,270.67,17.66,36.0,1.65,0.0,87.52,0.71
2024,3,19,258.47,248.83,85.89,265.03,16.87,37.74,1.65,0.17,87.52,0.68
2024,3,20,257.49,264.2,72.51,259.14,18.32,38.93,1.96,0.08,87.54,0.68
2024,3,21,215.21,139.61,107.04,246.67,15.18,52.07,1.66,0.0,87.57,0.56
2024,3,22,241.32,193.05,100.12,256.52,17.4,51.29,2.46,0.0,87.27,0.63
2024,3,23,262.95,243.97,92.64,277.06,19.19,41.91,2.08,0.0,87.1,0.68
2024,3,24,127.26,8.7,103.1,246.27,18.94,40.23,1.51,0.0,87.37,0.33
2024,3,25,281.68,324.36,64.45,282.32,19.63,36.94,1.96,0.0,87.41,0.72
2024,3,26,212.23,92.94,145.57,273.88,20.55,42.8,1.83,0.0,87.4,0.54
2024,3,27,247.14,187.59,103.61,263.19,21.26,44.49,1.99,0.0,87.62,0.63
2024,3,28,241.71,160.26,124.36,269.4,22.79,43.9,2.11,0.0,87.48,0.61
2024,3,29,257.15,221.3,96.56,272.03,23.57,46.8,1.82,2.33,87.49,0.64
2024,3,30,250.21,184.85,102.15,267.1,22.56,47.23,1.82,4.35,87.53,0.62
2024,3,31,258.6,248.94,86.14,288.05,21.37,39.01,1.64,0.12,87.45,0.64
2024,4,1,232.13,138.62,125.22,293.92,18.67,47.78,1.76,0.0,87.18,0.57
2024,4,2,285.03,298.87,85.0,301.09,19.75,41.79,1.96,0.0,87.09,0.7
2024,4,3,219.57,114.65,127.26,280.61,21.23,36.5,1.96,0.0,87.28,0.54
2024,4,4,273.18,242.46,91.7,276.4,21.51,37.02,1.9,0.0,87.27,0.67
2024,4,5,255.64,200.59,111.66,288.94,21.07,32.23,2.25,0.0,87.21,0.62
2024,4,6,292.53,305.87,75.9,293.87,20.49,29.43,1.95,0.0,87.16,0.71
2024,4,7,304.84,359.06,58.85,305.52,20.65,28.67,1.84,0.0,87.17,0.73
2024,4,8,296.13,314.82,77.43,301.55,21.17,28.47,1.89,0.0,87.29,0.71
2024,4,9,258.07,178.31,127.19,286.26,21.21,29.01,1.76,0.0,87.35,0.62
2024,4,10,279.61,245.99,93.89,283.43,21.46,28.96,1.93,0.0,87.43,0.66
2024,4,11,254.11,169.54,113.95,277.18,21.85,28.68,2.12,0.01,87.56,0.6
2024,4,12,267.26,198.51,114.55,278.03,23.06,29.49,2.18,0.01,87.46,0.63
2024,4,13,233.29,132.82,125.5,263.21,23.79,34.34,1.71,0.0,87.46,0.55
2024,4,14,105.76,11.99,82.28,264.29,23.09,41.83,0.92,0.1,87.58,0.25
2024,4,15,139.07,5.97,114.73,260.12,21.55,49.78,1.39,0.4,87.62,0.32
2024,4,16,276.01,211.45,111.32,297.25,21.9,46.7,2.11,0.0,87.39,0.64
2024,4,17,316.62,362.12,64.56,319.58,22.38,35.73,2.09,0.0,87.14,0.73
2024,4,18,298.91,272.24,99.79,308.83,22.79,32.16,2.6,0.01,87.13,0.69
2024,4,19,289.27,248.95,97.17,299.1,24.65,32.48,2.28,1.41,87.01,0.67
2024,4,20,299.92,253.88,104.59,306.61,23.65,37.12,2.43,0.9,86.96,0.69
2024,4,21,298.75,266.19,103.9,310.25,23.36,36.57,2.3,0.0,87.05,0.68
2024,4,22,283.74,233.62,99.52,298.44,21.49,42.46,1.9,0.0,87.19,0.65
2024,4,23,280.57,233.73,103.19,304.29,22.88,33.75,2.48,0.01,87.09,0.64
2024,4,24,308.36,316.91,75.85,313.77,22.62,32.61,2.22,0.14,87.08,0.7
2024,4,25,313.78,320.6,78.87,315.27,23.82,30.49,2.17,0.0,87.07,0.71
2024,4,26,301.68,276.49,89.1,305.43,25.37,26.08,2.0,0.0,87.07,0.68
2024,4,27,267.14,190.97,111.65,293.5,24.2,36.3,1.61,3.21,87.15,0.6
2024,4,28,262.99,148.53,148.77,305.26,23.37,37.89,2.09,0.02,87.2,0.59
2024,4,29,252.37,111.03,167.66,298.78,24.5,34.24,1.96,0.09,87.19,0.56
2024,4,30,326.96,352.17,70.88,329.0,23.82,29.69,2.42,0.01,86.96,0.73
2024,5,1,313.34,263.7,103.61,319.84,21.08,25.42,2.81,0.0,86.75,0.7
2024,5,2,308.49,265.58,105.55,320.24,21.89,24.87,2.38,0.0,86.79,0.68
2024,5,3,277.97,170.18,149.65,330.58,24.53,25.85,2.13,0.0,87.0,0.62
2024,5,4,277.77,193.5,121.33,299.03,26.79,26.33,2.92,0.0,87.05,0.61
2024,5,5,298.64,226.53,123.19,308.92,26.8,26.99,2.87,0.0,86.75,0.66
2024,5,6,290.82,213.69,110.77,297.24,27.0,27.7,2.01,0.0,86.95,0.64
2024,5,7,282.01,174.28,133.62,300.31,27.45,27.65,1.75,0.0,87.2,0.62
2024,5,8,245.31,112.25,135.23,281.34,25.28,33.29,2.09,0.28,87.2,0.54
2024,5,9,227.52,105.01,126.07,267.38,23.97,45.57,1.95,0.13,87.17,0.5
2024,5,10,256.75,154.23,119.96,274.71,24.18,52.58,1.85,2.56,87.24,0.56
2024,5,11,255.51,154.12,117.4,281.94,25.12,48.97,2.26,2.67,87.35,0.56
2024,5,12,271.59,153.77,135.63,291.64,25.14,45.22,1.86,1.37,87.38,0.59
2024,5,13,274.43,167.71,133.58,309.64,25.98,33.69,2.24,0.04,87.39,0.6
2024,5,14,312.97,259.93,110.42,323.71,25.76,23.69,2.18,0.0,87.4,0.68
2024,5,15,309.92,256.09,121.56,320.02,26.37,20.78,1.92,0.35,87.41,0.67
2024,5,16,295.8,201.22,133.51,309.71,27.18,25.28,2.2,0.2,87.36,0.64
2024,5,17,290.56,217.08,118.08,306.79,29.62,26.66,2.21,0.0,87.1,0.63
2024,5,18,295.42,209.22,119.71,304.4,30.01,24.89,2.38,0.51,86.82,0.64
2024,5,19,296.15,206.92,120.89,304.82,30.0,27.4,2.8,0.6,86.73,0.64
2024,5,20,290.35,191.31,126.49,305.75,29.61,27.29,2.6,0.93,86.84,0.62
2024,5,21,305.06,248.42,103.88,311.06,28.39,30.21,2.33,0.81,86.99,0.65
2024,5,22,268.32,153.42,137.03,297.88,28.12,32.96,2.1,0.64,87.0,0.57
2024,5,23,270.59,157.98,126.77,291.31,27.18,45.79,1.86,0.71,86.95,0.58
2024,5,24,281.8,190.14,116.78,304.8,27.36,49.51,1.78,0.26,86.91,0.6
2024,5,25,268.25,161.94,132.0,303.21,29.21,36.66,2.03,0.27,86.72,0.57
2024,5,26,288.22,206.68,112.61,302.42,29.77,29.0,2.23,0.78,86.61,0.61
2024,5,27,289.64,207.79,118.46,302.71,30.14,27.97,2.19,0.02,86.42,0.62
2024,5,28,325.4,301.19,94.85,334.58,31.31,16.54,2.49,0.0,86.24,0.69
2024,5,29,327.14,293.51,93.03,333.41,31.01,16.31,2.36,0.18,86.46,0.7
2024,5,30,301.89,209.75,126.77,326.28,31.64,17.62,2.47,2.26,86.69,0.64
2024,5,31,326.78,277.51,112.11,339.55,30.27,18.08,2.47,1.38,86.78,0.69
2024,6,1,295.24,159.97,146.47,313.88,30.39,18.5,2.58,0.77,86.87,0.63
2024,6,2,301.63,212.34,115.62,317.11,29.44,28.79,2.4,2.35,86.96,0.64
2024,6,3,290.56,202.57,135.91,305.65,28.61,30.17,2.4,0.31,86.86,0.62
2024,6,4,286.1,197.71,110.93,313.87,29.63,26.58,2.28,0.08,86.88,0.61
2024,6,5,274.13,142.96,143.02,297.46,29.79,30.93,2.45,2.26,86.97,0.58
2024,6,6,301.46,221.17,112.32,317.96,27.53,36.62,2.78,3.13,87.1,0.64
2024,6,7,305.96,223.79,118.76,314.99,28.26,33.77,3.06,0.0,86.86,0.65
2024,6,8,318.97,263.9,103.53,325.2,28.32,32.8,2.39,0.0,86.8,0.67
2024,6,9,324.54,301.45,87.58,327.1,29.21,28.8,2.22,0.0,86.78,0.68
2024,6,10,323.56,309.26,92.23,341.59,29.92,20.26,2.24,0.0,86.83,0.68
2024,6,11,320.47,256.74,116.28,335.37,30.48,17.12,2.39,0.0,86.82,0.68
2024,6,12,321.57,287.53,116.93,331.12,30.83,16.74,2.2,0.0,86.78,0.68
2024,6,13,307.0,259.08,107.81,318.8,31.68,20.46,2.72,0.0,86.65,0.65
2024,6,14,301.76,222.46,116.14,311.83,32.23,21.89,3.03,0.0,86.58,0.64
2024,6,15,307.68,248.96,107.62,316.35,32.01,24.23,3.12,0.0,86.56,0.65
2024,6,16,298.25,228.1,114.54,311.15,32.49,23.76,2.73,0.0,86.64,0.63
2024,6,17,307.02,246.49,102.37,313.54,32.96,25.1,3.17,0.0,86.68,0.65
2024,6,18,303.22,237.15,106.99,311.29,32.49,27.07,3.63,0.0,86.44,0.64
2024,6,19,278.59,174.43,120.21,300.8,32.12,30.53,3.62,6.36,86.27,0.59
2024,6,20,195.75,112.97,98.23,304.06,28.93,46.38,1.94,9.49,86.53,0.41
2024,6,21,235.73,109.71,122.43,296.54,27.93,50.3,1.82,1.73,86.69,0.5
2024,6,22,224.57,75.11,136.49,296.26,27.77,53.28,1.44,1.08,86.72,0.47
2024,6,23,250.23,131.22,133.25,300.98,26.86,64.43,1.42,1.23,86.82,0.53
2024,6,24,145.78,34.73,101.65,306.13,27.85,60.67,1.57,2.56,86.68,0.31
2024,6,25,281.03,179.37,125.62,307.76,29.07,55.55,1.77,0.84,86.6,0.59
2024,6,26,190.36,53.49,139.45,306.44,27.99,62.94,1.42,17.95,86.68,0.4
2024,6,27,137.41,23.92,104.87,303.21,26.08,74.99,1.69,5.66,86.85,0.29
2024,6,28,200.93,76.98,121.96,290.63,26.41,72.4,2.69,0.99,86.68,0.42
2024,6,29,206.61,80.86,124.12,287.06,25.74,76.15,2.65,2.0,86.54,0.44
2024,6,30,225.51,93.22,137.94,299.59,26.17,77.25,2.42,5.92,86.44,0.48
2024,7,1,188.07,52.34,121.06,287.44,24.94,84.47,2.03,8.51,86.19,0.4
2024,7,2,89.1,3.3,70.94,246.59,23.69,87.82,1.78,38.67,86.19,0.19
2024,7,3,48.71,3.21,37.84,257.67,24.12,83.61,1.54,14.98,86.42,0.1
2024,7,4,204.06,67.89,134.98,306.27,23.4,85.59,1.36,12.52,86.66,0.43
2024,7,5,105.66,8.16,84.39,301.29,24.64,83.74,1.96,45.31,86.45,0.22
2024,7,6,67.31,15.42,47.9,303.97,23.48,87.85,1.87,27.41,86.35,0.14
2024,7,7,123.95,12.23,97.1,323.36,23.82,82.25,0.76,47.14,86.52,0.26
2024,7,8,135.53,42.7,93.3,294.92,22.66,90.16,1.62,15.81,86.78,0.29
2024,7,9,271.85,168.27,124.3,301.82,24.02,85.41,1.5,2.46,86.95,0.58
2024,7,10,176.88,37.72,121.35,300.58,25.07,84.82,1.84,5.41,86.91,0.38
2024,7,11,206.07,50.68,142.25,280.1,25.27,83.44,1.87,2.97,86.56,0.44
2024,7,12,185.97,31.29,127.96,261.14,25.33,79.58,1.72,2.99,86.42,0.4
2024,7,13,217.51,97.62,122.76,282.93,24.91,78.83,1.42,9.74,86.46,0.46
2024,7,14,240.56,121.77,133.7,305.35,25.01,81.08,1.56,0.46,86.5,0.51
2024,7,15,236.81,132.31,123.99,307.57,25.03,85.95,1.6,8.07,86.78,0.51
2024,7,16,257.77,183.51,110.18,309.36,25.05,85.7,1.92,6.7,86.85,0.55
2024,7,17,194.97,73.93,120.99,304.52,24.34,87.71,1.71,8.0,86.83,0.42
2024,7,18,190.08,77.17,111.84,284.5,24.81,89.18,2.19,4.05,86.62,0.41
2024,7,19,194.11,22.3,144.27,285.46,23.92,90.08,2.18,14.74,86.6,0.42
2024,7,20,245.7,191.95,95.3,308.37,24.91,82.87,1.45,3.04,86.67,0.53
2024,7,21,133.92,22.48,101.38,301.55,24.72,86.99,2.06,14.85,86.65,0.29
2024,7,22,112.67,18.92,85.34,285.78,23.8,87.87,2.13,11.08,86.67,0.24
2024,7,23,209.72,95.7,118.29,286.87,23.23,91.23,1.71,21.42,86.54,0.45
2024,7,24,170.45,45.58,109.79,285.21,23.53,89.14,1.33,57.46,86.28,0.37
2024,7,25,202.3,77.78,119.44,293.96,24.89,86.04,1.57,2.65,86.22,0.44
2024,7,26,179.09,37.33,125.96,297.72,24.26,91.12,2.18,5.1,86.34,0.39
2024,7,27,239.35,117.34,136.14,298.02,25.05,83.92,1.42,24.82,86.59,0.52
2024,7,28,232.1,178.2,110.42,310.76,26.1,80.16,1.34,4.62,86.61,0.51
2024,7,29,222.86,170.05,98.56,308.08,25.15,88.99,1.78,17.99,86.58,0.49
2024,7,30,231.4,134.59,125.07,298.61,25.11,85.61,1.54,14.76,86.73,0.51
2024,7,31,196.71,48.23,138.46,279.93,24.7,93.92,3.43,25.35,86.57,0.43
2024,8,1,252.28,117.68,160.63,300.15,24.13,87.49,1.75,43.29,86.61,0.56
2024,8,2,208.93,79.19,132.92,298.74,23.83,88.56,1.54,2.38,86.56,0.46
2024,8,3,166.68,37.98,124.31,296.45,23.82,85.2,1.4,3.23,86.74,0.37
2024,8,4,209.05,105.67,120.09,312.67,23.41,89.88,1.63,12.25,86.84,0.46
2024,8,5,204.69,142.93,99.54,301.02,24.11,86.8,1.48,1.95,86.84,0.45
2024,8,6,195.85,78.66,118.72,283.98,23.61,90.78,2.13,11.26,86.66,0.44
2024,8,7,114.12,10.95,91.16,282.59,22.67,92.82,1.9,15.28,86.76,0.25
2024,8,8,192.62,77.22,117.07,283.49,23.3,91.39,1.74,7.02,86.87,0.43
2024,8,9,215.24,119.46,111.93,290.33,23.25,91.11,1.51,12.17,86.93,0.48
2024,8,10,182.79,77.09,107.46,291.43,22.73,92.7,1.44,6.46,86.86,0.41
2024,8,11,158.2,25.94,115.61,292.48,22.97,93.4,1.34,13.88,86.79,0.36
2024,8,12,194.09,61.5,129.82,289.73,23.11,92.46,1.28,8.83,86.85,0.44
2024,8,13,221.99,141.46,106.24,287.49,23.24,92.57,1.34,6.36,86.95,0.5
2024,8,14,184.02,72.83,112.07,276.42,23.31,93.29,1.62,2.25,86.98,0.42
2024,8,15,210.63,108.97,117.24,287.83,23.78,91.8,1.29,1.32,86.93,0.48
2024,8,16,208.93,132.65,104.47,281.66,23.32,93.03,1.47,3.04,86.91,0.48
2024,8,17,227.03,154.3,104.81,276.43,23.8,89.11,1.24,2.87,87.01,0.52
2024,8,18,225.36,133.63,111.35,271.33,23.77,89.78,2.0,2.27,87.02,0.52
2024,8,19,159.35,23.52,115.09,267.73,22.87,94.46,1.98,10.91,86.94,0.37
2024,8,20,152.67,18.41,113.97,259.49,22.63,94.54,2.21,22.88,87.0,0.35
2024,8,21,202.24,96.87,118.64,273.85,23.39,92.91,2.48,21.85,87.0,0.47
2024,8,22,186.89,33.89,135.43,270.17,23.31,91.78,2.01,7.0,86.97,0.44
2024,8,23,201.33,90.72,118.69,270.11,22.68,93.99,1.46,6.8,87.08,0.47
2024,8,24,192.03,103.48,119.47,287.11,23.53,90.77,1.57,4.62,87.05,0.45
2024,8,25,266.41,264.56,76.08,288.51,24.11,88.76,1.27,3.98,86.92,0.63
2024,8,26,233.91,183.68,96.6,278.56,24.06,87.65,1.16,9.78,86.89,0.55
2024,8,27,242.97,210.37,89.71,284.36,23.68,85.73,1.11,4.48,87.09,0.58
2024,8,28,234.12,193.52,93.03,279.93,22.89,91.67,1.23,22.46,87.0,0.56
2024,8,29,249.77,189.35,112.06,276.75,22.55,89.73,1.45,12.43,87.02,0.6
2024,8,30,225.59,196.44,92.02,281.77,22.87,90.57,1.06,1.32,87.16,0.54
2024,8,31,276.84,293.92,68.28,281.24,24.37,84.42,1.22,0.07,87.08,0.67
2024,9,1,214.84,119.43,110.96,264.62,24.3,87.53,1.3,11.35,87.09,0.52
2024,9,2,180.3,82.55,104.6,257.98,22.1,92.12,1.77,14.8,87.19,0.44
2024,9,3,202.89,109.01,112.91,273.13,23.27,86.23,1.17,16.33,87.24,0.49
2024,9,4,91.61,8.89,71.83,268.04,23.04,87.23,1.34,6.63,86.94,0.22
2024,9,5,203.66,118.2,110.17,262.25,22.91,87.57,1.4,2.16,86.78,0.5
2024,9,6,145.47,50.26,101.36,263.71,22.24,93.27,1.8,3.52,86.98,0.36
2024,9,7,146.05,46.3,108.49,262.87,22.8,87.87,0.99,2.88,87.06,0.36
2024,9,8,236.24,161.16,110.17,256.54,23.9,84.15,1.27,7.67,87.01,0.59
2024,9,9,215.43,161.31,94.44,259.15,23.0,89.47,1.16,3.84,86.84,0.54
2024,9,10,152.26,111.25,69.84,260.56,23.38,89.7,1.55,8.49,86.83,0.38
2024,9,11,141.05,16.72,112.47,264.21,23.87,84.95,1.02,13.7,86.81,0.36
2024,9,12,51.45,6.57,40.62,269.28,22.47,89.58,0.96,44.52,86.62,0.13
2024,9,13,30.94,5.52,24.4,261.42,20.62,92.79,1.89,50.61,86.48,0.08
2024,9,14,101.13,31.75,71.18,248.15,20.47,89.29,0.76,3.63,86.79,0.26
2024,9,15,184.8,106.16,104.6,256.33,22.19,87.38,1.24,1.02,86.84,0.47
2024,9,16,241.55,217.1,85.45,252.81,22.54,87.22,1.04,0.05,87.01,0.62
2024,9,17,193.6,109.36,109.16,252.93,22.18,90.01,1.4,5.33,87.22,0.5
2024,9,18,34.12,9.21,26.12,259.7,21.53,80.69,1.25,7.92,87.15,0.09
2024,9,19,249.76,282.69,66.1,262.77,23.38,79.99,1.23,0.09,87.11,0.66
2024,9,20,230.85,216.09,87.42,255.53,23.45,91.13,1.62,0.0,87.07,0.61
2024,9,21,225.36,211.28,83.7,247.54,22.93,92.49,1.59,0.0,87.19,0.6
2024,9,22,238.7,240.21,72.27,244.25,24.17,86.4,1.03,0.0,87.16,0.64
2024,9,23,245.49,278.74,60.44,248.92,24.71,85.16,1.07,0.0,87.13,0.66
